fsa,province,city
#REF!,BC,VICTORIA 
#REF!, 0,VICTORIA BC
#REF!, 0,VICTORIA BC
#REF!, 0,VICTORIA BC
#REF!,BC,VICTORIA 
#REF!,BC,VICTORIA 
#REF!,BC,VICTORIA 
#REF!, 0,VICTORIA BC
#REF!,BC,LADYSMITH 
#REF!,BC,CAMPBELL RIVER 
#REF!,BC,COURTENAY 
#REF!,BC,QUALICUM BEACH 
#REF!,BC,DUNCAN 
#REF!,BC,COURTENAY 
#REF!,BC,COURTENAY 
#REF!,BC,PARKSVILLE 
#REF!,BC,NANAIMO 
#REF!,BC,NANAIMO 
#REF!,BC,NANAIMO 
#REF!,BC,NANAIMO 
#REF!,BC,CAMPBELL RIVER 
#REF!,BC,NANAIMO 
#REF!,BC,PORT ALBERNI 
#REF!,BC,SOOKE 
#REF!,BC,KAMLOOPS 
#REF!,BC,CRANBROOK 
#REF!,BC,DAWSON CREEK 
#REF!,BC,KAMLOOPS 
#REF!,BC,CASTLEGAR 
#REF!,BC,KELOWNA 
#REF!,BC,PRINCE GEORGE 
#REF!,BC,KAMLOOPS 
#REF!,BC,WILLIAMS LAKE 
#REF!,BC,VANCOUVER 
#REF!,BC,VANCOUVER 
#REF!,BC,CAMPBELL RIVER 
#REF!,BC,VICTORIA 
#REF!,BC,VICTORIA 
#REF!,BC,VANCOUVER 
#REF!,BC,PRINCE RUPERT 
#REF!,YT,WHITEHORSE 
#REF!,BC,VANCOUVER 
