CFSAUID,PRUID,PRNAME,all_pharmacies,covid_vaccine_pharmacies,covid_pharms
M3J,"35",Ontario,"21","4",4.000
M3K,"35",Ontario,"2","2",2.000
K8R,"35",Ontario,"0","0",0.000
K8V,"35",Ontario,"12","0",0.000
K9A,"35",Ontario,"12","1",1.000
K9J,"35",Ontario,"20","2",2.000
K9V,"35",Ontario,"17","2",2.000
L0A,"35",Ontario,"3","0",0.000
L0B,"35",Ontario,"3","0",0.000
L0C,"35",Ontario,"1","0",0.000
L0E,"35",Ontario,"10","1",1.000
L0G,"35",Ontario,"17","0",0.000
L0H,"35",Ontario,"0","0",0.000
K1W,"35",Ontario,"3","0",0.000
K1X,"35",Ontario,"0","0",0.000
K1Y,"35",Ontario,"10","0",0.000
K1Z,"35",Ontario,"7","0",0.000
K2A,"35",Ontario,"8","1",1.000
K2W,"35",Ontario,"2","1",1.000
L2V,"35",Ontario,"6","0",0.000
L2W,"35",Ontario,"0","0",0.000
L3B,"35",Ontario,"12","1",1.000
L3C,"35",Ontario,"11","3",3.000
L3K,"35",Ontario,"5","1",1.000
L3M,"35",Ontario,"10","1",1.000
M4G,"35",Ontario,"11","4",4.000
M4H,"35",Ontario,"5","1",1.000
M4J,"35",Ontario,"15","2",2.000
K9H,"35",Ontario,"16","1",1.000
K9K,"35",Ontario,"2","0",0.000
L1Y,"35",Ontario,"1","0",0.000
L1Z,"35",Ontario,"7","1",1.000
L6G,"35",Ontario,"18","0",0.000
L3P,"35",Ontario,"13","0",0.000
L3R,"35",Ontario,"22","1",1.000
L3V,"35",Ontario,"25","2",2.000
L3Y,"35",Ontario,"35","2",2.000
L3Z,"35",Ontario,"15","2",2.000
L4A,"35",Ontario,"14","2",2.000
L4H,"35",Ontario,"24","2",2.000
L4J,"35",Ontario,"28","2",2.000
L4K,"35",Ontario,"14","1",1.000
L4L,"35",Ontario,"25","1",1.000
L4M,"35",Ontario,"20","2",2.000
L4P,"35",Ontario,"12","1",1.000
L4R,"35",Ontario,"10","2",2.000
L7A,"35",Ontario,"17","1",1.000
L7B,"35",Ontario,"5","1",1.000
L7C,"35",Ontario,"3","1",1.000
L7E,"35",Ontario,"14","1",1.000
L7G,"35",Ontario,"18","2",2.000
K4A,"35",Ontario,"12","5",5.000
K4C,"35",Ontario,"0","0",0.000
L7K,"35",Ontario,"0","0",0.000
L1M,"35",Ontario,"2","0",0.000
L1N,"35",Ontario,"20","3",3.000
L1P,"35",Ontario,"1","1",1.000
L4T,"35",Ontario,"15","1",1.000
L4V,"35",Ontario,"1","0",0.000
L4W,"35",Ontario,"12","1",1.000
L6H,"35",Ontario,"28","2",2.000
L6J,"35",Ontario,"14","1",1.000
L9Z,"35",Ontario,"7","1",1.000
M1B,"35",Ontario,"22","8",8.000
M1E,"35",Ontario,"17","2",2.000
M1G,"35",Ontario,"18","4",4.000
M1J,"35",Ontario,"20","2",2.000
M1W,"35",Ontario,"15","2",2.000
M1X,"35",Ontario,"3","0",0.000
M2H,"35",Ontario,"6","1",1.000
L5M,"35",Ontario,"29","2",2.000
L5N,"35",Ontario,"28","1",1.000
L5R,"35",Ontario,"14","2",2.000
L5V,"35",Ontario,"15","2",2.000
L8N,"35",Ontario,"16","0",0.000
L8P,"35",Ontario,"11","0",0.000
M1C,"35",Ontario,"7","1",1.000
M1H,"35",Ontario,"9","3",3.000
K2B,"35",Ontario,"11","1",1.000
K4B,"35",Ontario,"1","0",0.000
K4K,"35",Ontario,"5","0",0.000
L9L,"35",Ontario,"7","2",2.000
L9M,"35",Ontario,"6","0",0.000
M4K,"35",Ontario,"16","5",5.000
M3L,"35",Ontario,"8","3",3.000
M3M,"35",Ontario,"10","3",3.000
K2C,"35",Ontario,"11","1",1.000
K2E,"35",Ontario,"9","1",1.000
L3S,"35",Ontario,"12","2",2.000
L3T,"35",Ontario,"11","1",1.000
L3X,"35",Ontario,"8","1",1.000
M4L,"35",Ontario,"10","3",3.000
M4M,"35",Ontario,"12","4",4.000
L1R,"35",Ontario,"14","1",1.000
L1S,"35",Ontario,"12","2",2.000
K9L,"35",Ontario,"1","0",0.000
L0J,"35",Ontario,"3","0",0.000
L0L,"35",Ontario,"7","2",2.000
L0M,"35",Ontario,"10","1",1.000
L0N,"35",Ontario,"1","0",0.000
L0P,"35",Ontario,"3","1",1.000
L0R,"35",Ontario,"30","6",6.000
L0S,"35",Ontario,"12","3",3.000
L1B,"35",Ontario,"4","1",1.000
L1C,"35",Ontario,"19","0",0.000
L1G,"35",Ontario,"20","0",0.000
L1H,"35",Ontario,"18","2",2.000
L2A,"35",Ontario,"11","2",2.000
L2E,"35",Ontario,"18","0",0.000
L2G,"35",Ontario,"14","2",2.000
L6K,"35",Ontario,"10","0",0.000
L7J,"35",Ontario,"4","0",0.000
L7L,"35",Ontario,"19","2",2.000
L1T,"35",Ontario,"12","2",2.000
L5W,"35",Ontario,"6","1",1.000
L6A,"35",Ontario,"23","3",3.000
L4X,"35",Ontario,"8","1",1.000
L4Y,"35",Ontario,"10","2",2.000
L4Z,"35",Ontario,"9","2",2.000
L5A,"35",Ontario,"21","1",1.000
L6L,"35",Ontario,"11","1",1.000
L6M,"35",Ontario,"22","1",1.000
L6P,"35",Ontario,"20","2",2.000
L6R,"35",Ontario,"29","2",2.000
M1K,"35",Ontario,"18","2",2.000
M2J,"35",Ontario,"16","2",2.000
M2K,"35",Ontario,"10","2",2.000
M2L,"35",Ontario,"5","2",2.000
M2M,"35",Ontario,"15","5",5.000
K4M,"35",Ontario,"3","1",1.000
K6H,"35",Ontario,"18","0",0.000
K6V,"35",Ontario,"13","1",1.000
K7A,"35",Ontario,"6","0",0.000
K7C,"35",Ontario,"7","0",0.000
K7G,"35",Ontario,"3","0",0.000
L7P,"35",Ontario,"7","2",2.000
L9N,"35",Ontario,"10","2",2.000
L9P,"35",Ontario,"7","3",3.000
L8R,"35",Ontario,"14","0",0.000
L8S,"35",Ontario,"13","0",0.000
M1L,"35",Ontario,"16","2",2.000
M1M,"35",Ontario,"4","2",2.000
M1N,"35",Ontario,"11","1",1.000
K4P,"35",Ontario,"2","0",0.000
K4R,"35",Ontario,"2","0",0.000
K6A,"35",Ontario,"7","1",1.000
M4N,"35",Ontario,"3","0",0.000
M4P,"35",Ontario,"6","2",2.000
M4R,"35",Ontario,"1","1",1.000
M4S,"35",Ontario,"8","2",2.000
M4T,"35",Ontario,"4","3",3.000
M3N,"35",Ontario,"17","2",2.000
M4A,"35",Ontario,"3","1",1.000
K2G,"35",Ontario,"17","2",2.000
K2H,"35",Ontario,"8","0",0.000
K2J,"35",Ontario,"17","3",3.000
L4B,"35",Ontario,"21","2",2.000
L4C,"35",Ontario,"37","2",2.000
L1V,"35",Ontario,"17","2",2.000
L1W,"35",Ontario,"6","0",0.000
L1X,"35",Ontario,"3","1",1.000
L1A,"35",Ontario,"11","1",1.000
L1E,"35",Ontario,"4","1",1.000
L5B,"35",Ontario,"43","2",2.000
L2H,"35",Ontario,"8","3",3.000
L2J,"35",Ontario,"4","1",1.000
L2M,"35",Ontario,"11","1",1.000
L2N,"35",Ontario,"19","0",0.000
L7M,"35",Ontario,"24","1",1.000
L7N,"35",Ontario,"13","1",1.000
L7R,"35",Ontario,"6","1",1.000
L7S,"35",Ontario,"12","0",0.000
L6B,"35",Ontario,"9","2",2.000
L6C,"35",Ontario,"7","1",1.000
L6E,"35",Ontario,"10","1",1.000
L5C,"35",Ontario,"15","1",1.000
L5E,"35",Ontario,"2","1",1.000
L5G,"35",Ontario,"9","1",1.000
L8T,"35",Ontario,"6","1",1.000
L6S,"35",Ontario,"16","1",1.000
L6T,"35",Ontario,"13","2",2.000
L6V,"35",Ontario,"13","1",1.000
L6W,"35",Ontario,"21","2",2.000
N7X,"35",Ontario,"0","0",0.000
N8A,"35",Ontario,"7","0",0.000
N8H,"35",Ontario,"12","4",4.000
N8M,"35",Ontario,"5","2",2.000
M6R,"35",Ontario,"10","2",2.000
L9B,"35",Ontario,"7","2",2.000
L9C,"35",Ontario,"13","2",2.000
S0P,"47",Saskatchewan,"0","0",0.000
S2V,"47",Saskatchewan,"0","0",0.000
S3N,"47",Saskatchewan,"0","0",0.000
S4T,"47",Saskatchewan,"0","0",0.000
N2G,"35",Ontario,"18","0",0.000
N6H,"35",Ontario,"14","1",1.000
N6J,"35",Ontario,"12","0",0.000
M6S,"35",Ontario,"10","7",7.000
M8V,"35",Ontario,"13","3",3.000
R3G,"46",Manitoba,"0","0",0.000
R3H,"46",Manitoba,"0","0",0.000
M4B,"35",Ontario,"9","2",2.000
M4C,"35",Ontario,"22","6",6.000
M4E,"35",Ontario,"8","2",2.000
N5V,"35",Ontario,"9","0",0.000
N5W,"35",Ontario,"11","0",0.000
M5S,"35",Ontario,"12","3",3.000
M5T,"35",Ontario,"21","5",5.000
M5V,"35",Ontario,"11","5",5.000
M6A,"35",Ontario,"9","4",4.000
M6B,"35",Ontario,"8","2",2.000
R3J,"46",Manitoba,"0","0",0.000
R3K,"46",Manitoba,"0","0",0.000
R3L,"46",Manitoba,"0","0",0.000
L1J,"35",Ontario,"13","2",2.000
L1K,"35",Ontario,"10","0",0.000
L1L,"35",Ontario,"0","0",0.000
P3B,"35",Ontario,"6","0",0.000
P3C,"35",Ontario,"4","0",0.000
P3E,"35",Ontario,"17","1",1.000
P6B,"35",Ontario,"12","1",1.000
R2J,"46",Manitoba,"0","0",0.000
R2K,"46",Manitoba,"0","0",0.000
R2L,"46",Manitoba,"0","0",0.000
N3A,"35",Ontario,"5","0",0.000
N3B,"35",Ontario,"6","1",1.000
N3C,"35",Ontario,"6","0",0.000
L5H,"35",Ontario,"6","1",1.000
L5J,"35",Ontario,"10","1",1.000
L5K,"35",Ontario,"7","1",1.000
L5L,"35",Ontario,"21","1",1.000
L9G,"35",Ontario,"10","2",2.000
L9H,"35",Ontario,"10","2",2.000
P6C,"35",Ontario,"8","1",1.000
P7A,"35",Ontario,"12","0",0.000
P7B,"35",Ontario,"13","2",2.000
S4H,"47",Saskatchewan,"0","0",0.000
N2H,"35",Ontario,"8","1",1.000
N2J,"35",Ontario,"12","0",0.000
N8N,"35",Ontario,"9","3",3.000
N8P,"35",Ontario,"2","0",0.000
N8R,"35",Ontario,"7","1",1.000
N8S,"35",Ontario,"6","1",1.000
R4K,"46",Manitoba,"0","0",0.000
R5A,"46",Manitoba,"0","0",0.000
N4L,"35",Ontario,"4","0",0.000
N4S,"35",Ontario,"16","1",1.000
N4T,"35",Ontario,"1","0",0.000
N9H,"35",Ontario,"3","2",2.000
S4L,"47",Saskatchewan,"0","0",0.000
N5X,"35",Ontario,"11","0",0.000
N5Y,"35",Ontario,"15","0",0.000
N6K,"35",Ontario,"14","0",0.000
N6L,"35",Ontario,"2","0",0.000
N6M,"35",Ontario,"0","0",0.000
M8W,"35",Ontario,"10","2",2.000
M8X,"35",Ontario,"4","3",3.000
M8Y,"35",Ontario,"8","3",3.000
N4N,"35",Ontario,"8","0",0.000
N4V,"35",Ontario,"2","0",0.000
N9G,"35",Ontario,"6","1",1.000
N5Z,"35",Ontario,"7","0",0.000
M4V,"35",Ontario,"6","0",0.000
M4W,"35",Ontario,"5","3",3.000
M4X,"35",Ontario,"10","2",2.000
M6C,"35",Ontario,"11","2",2.000
M6E,"35",Ontario,"12","4",4.000
M6G,"35",Ontario,"19","0",0.000
R3M,"46",Manitoba,"0","0",0.000
R3N,"46",Manitoba,"0","0",0.000
R3P,"46",Manitoba,"0","0",0.000
R3R,"46",Manitoba,"0","0",0.000
R3S,"46",Manitoba,"0","0",0.000
N3E,"35",Ontario,"0","0",0.000
N9J,"35",Ontario,"4","3",3.000
N9K,"35",Ontario,"1","1",1.000
P3G,"35",Ontario,"7","0",0.000
P3L,"35",Ontario,"2","0",0.000
M4Y,"35",Ontario,"20","7",7.000
P7C,"35",Ontario,"8","0",0.000
P7E,"35",Ontario,"12","1",1.000
P7G,"35",Ontario,"1","0",0.000
P7J,"35",Ontario,"0","0",0.000
P7K,"35",Ontario,"2","0",0.000
P7L,"35",Ontario,"0","0",0.000
P8N,"35",Ontario,"6","1",1.000
P8T,"35",Ontario,"4","0",0.000
P9A,"35",Ontario,"7","1",1.000
R2M,"46",Manitoba,"0","0",0.000
R2N,"46",Manitoba,"0","0",0.000
N3H,"35",Ontario,"10","0",0.000
N3L,"35",Ontario,"6","2",2.000
P3N,"35",Ontario,"1","1",1.000
R6M,"46",Manitoba,"0","0",0.000
R6W,"46",Manitoba,"0","0",0.000
P9N,"35",Ontario,"9","1",1.000
R0B,"46",Manitoba,"0","0",0.000
R0C,"46",Manitoba,"0","0",0.000
R0E,"46",Manitoba,"0","0",0.000
R0G,"46",Manitoba,"0","0",0.000
R0H,"46",Manitoba,"0","0",0.000
R0J,"46",Manitoba,"0","0",0.000
R0K,"46",Manitoba,"0","0",0.000
R0M,"46",Manitoba,"0","0",0.000
N1G,"35",Ontario,"14","1",1.000
N1H,"35",Ontario,"23","1",1.000
N1K,"35",Ontario,"2","2",2.000
N1L,"35",Ontario,"4","0",0.000
N2K,"35",Ontario,"9","1",1.000
N2L,"35",Ontario,"14","2",2.000
N2M,"35",Ontario,"17","1",1.000
N2N,"35",Ontario,"10","0",0.000
N8T,"35",Ontario,"12","6",6.000
N8W,"35",Ontario,"12","2",2.000
N8X,"35",Ontario,"16","5",5.000
N8Y,"35",Ontario,"12","5",5.000
R7B,"46",Manitoba,"0","0",0.000
R7C,"46",Manitoba,"0","0",0.000
N4W,"35",Ontario,"5","1",1.000
N4X,"35",Ontario,"7","0",0.000
N1M,"35",Ontario,"10","2",2.000
N6A,"35",Ontario,"9","0",0.000
N6B,"35",Ontario,"7","0",0.000
N6N,"35",Ontario,"0","0",0.000
N6P,"35",Ontario,"3","0",0.000
N7A,"35",Ontario,"6","0",0.000
N7G,"35",Ontario,"8","0",0.000
N7L,"35",Ontario,"14","1",1.000
N7M,"35",Ontario,"6","1",1.000
N7T,"35",Ontario,"17","0",0.000
M8Z,"35",Ontario,"9","3",3.000
M9A,"35",Ontario,"9","2",2.000
M9B,"35",Ontario,"14","4",4.000
M9C,"35",Ontario,"19","5",5.000
M9L,"35",Ontario,"4","1",1.000
N4Z,"35",Ontario,"0","0",0.000
N5A,"35",Ontario,"15","0",0.000
N5C,"35",Ontario,"7","2",2.000
N9V,"35",Ontario,"6","3",3.000
N6C,"35",Ontario,"17","0",0.000
M5A,"35",Ontario,"19","1",1.000
M5B,"35",Ontario,"11","3",3.000
M5C,"35",Ontario,"9","2",2.000
M5E,"35",Ontario,"2","2",2.000
M5G,"35",Ontario,"12","2",2.000
M6H,"35",Ontario,"22","3",3.000
M6J,"35",Ontario,"20","2",2.000
M6K,"35",Ontario,"16","3",3.000
M6L,"35",Ontario,"3","1",1.000
R3T,"46",Manitoba,"0","0",0.000
R3V,"46",Manitoba,"0","0",0.000
R3W,"46",Manitoba,"0","0",0.000
R3X,"46",Manitoba,"0","0",0.000
N3P,"35",Ontario,"3","0",0.000
N9Y,"35",Ontario,"4","3",3.000
P0A,"35",Ontario,"5","0",0.000
P0B,"35",Ontario,"1","0",0.000
P0C,"35",Ontario,"1","0",0.000
P0E,"35",Ontario,"1","0",0.000
P0G,"35",Ontario,"0","0",0.000
P0H,"35",Ontario,"12","0",0.000
P0J,"35",Ontario,"11","3",3.000
P0K,"35",Ontario,"7","0",0.000
P0L,"35",Ontario,"12","1",1.000
P0M,"35",Ontario,"20","0",0.000
P0N,"35",Ontario,"2","1",1.000
P0S,"35",Ontario,"2","0",0.000
P0T,"35",Ontario,"15","0",0.000
P0V,"35",Ontario,"5","0",0.000
P0W,"35",Ontario,"4","0",0.000
P0X,"35",Ontario,"1","0",0.000
P0Y,"35",Ontario,"0","0",0.000
P1A,"35",Ontario,"5","0",0.000
P1B,"35",Ontario,"16","2",2.000
P3P,"35",Ontario,"1","0",0.000
M5H,"35",Ontario,"9","8",8.000
M5J,"35",Ontario,"8","3",3.000
R1A,"46",Manitoba,"0","0",0.000
R1B,"46",Manitoba,"0","0",0.000
R1C,"46",Manitoba,"0","0",0.000
R2P,"46",Manitoba,"0","0",0.000
R2R,"46",Manitoba,"0","0",0.000
R2V,"46",Manitoba,"0","0",0.000
R2W,"46",Manitoba,"0","0",0.000
R2X,"46",Manitoba,"0","0",0.000
N3R,"35",Ontario,"18","1",1.000
N3S,"35",Ontario,"12","0",0.000
N3T,"35",Ontario,"15","0",0.000
N3V,"35",Ontario,"0","0",0.000
N9A,"35",Ontario,"18","4",4.000
P3Y,"35",Ontario,"3","1",1.000
P4N,"35",Ontario,"8","0",0.000
P4P,"35",Ontario,"0","0",0.000
R7N,"46",Manitoba,"0","0",0.000
R1N,"46",Manitoba,"0","0",0.000
N1P,"35",Ontario,"1","0",0.000
N1R,"35",Ontario,"24","2",2.000
N1S,"35",Ontario,"5","0",0.000
N1T,"35",Ontario,"7","1",1.000
N2P,"35",Ontario,"5","1",1.000
N2R,"35",Ontario,"3","0",0.000
N2T,"35",Ontario,"3","2",2.000
N9B,"35",Ontario,"8","4",4.000
N9C,"35",Ontario,"2","0",0.000
N9E,"35",Ontario,"8","4",4.000
R9A,"46",Manitoba,"0","0",0.000
S0A,"47",Saskatchewan,"0","0",0.000
S0C,"47",Saskatchewan,"0","0",0.000
S0E,"47",Saskatchewan,"0","0",0.000
S0G,"47",Saskatchewan,"0","0",0.000
S0H,"47",Saskatchewan,"0","0",0.000
S0J,"47",Saskatchewan,"0","0",0.000
S0K,"47",Saskatchewan,"0","0",0.000
S0L,"47",Saskatchewan,"0","0",0.000
S0M,"47",Saskatchewan,"0","0",0.000
S0N,"47",Saskatchewan,"0","0",0.000
S4A,"47",Saskatchewan,"0","0",0.000
S4N,"47",Saskatchewan,"0","0",0.000
S4S,"47",Saskatchewan,"0","0",0.000
N2A,"35",Ontario,"13","1",1.000
N2B,"35",Ontario,"5","2",2.000
N6E,"35",Ontario,"19","0",0.000
N7S,"35",Ontario,"11","1",1.000
N7V,"35",Ontario,"3","0",0.000
N7W,"35",Ontario,"0","0",0.000
M9M,"35",Ontario,"5","0",0.000
M9N,"35",Ontario,"14","3",3.000
M9P,"35",Ontario,"10","1",1.000
R3Y,"46",Manitoba,"0","0",0.000
N5H,"35",Ontario,"7","0",0.000
N5L,"35",Ontario,"2","0",0.000
N5P,"35",Ontario,"7","1",1.000
N5R,"35",Ontario,"16","1",1.000
N6G,"35",Ontario,"16","1",1.000
M5M,"35",Ontario,"7","5",5.000
M5N,"35",Ontario,"4","0",0.000
M6M,"35",Ontario,"20","7",7.000
M6N,"35",Ontario,"14","2",2.000
M6P,"35",Ontario,"8","6",6.000
R4A,"46",Manitoba,"0","0",0.000
R4G,"46",Manitoba,"0","0",0.000
R4H,"46",Manitoba,"0","0",0.000
R4J,"46",Manitoba,"0","0",0.000
N3W,"35",Ontario,"7","0",0.000
N3Y,"35",Ontario,"15","2",2.000
N4G,"35",Ontario,"7","0",0.000
P1C,"35",Ontario,"0","0",0.000
P1H,"35",Ontario,"10","1",1.000
P1L,"35",Ontario,"9","1",1.000
P1P,"35",Ontario,"8","1",1.000
P2A,"35",Ontario,"10","2",2.000
P2B,"35",Ontario,"6","1",1.000
P2N,"35",Ontario,"4","0",0.000
P3A,"35",Ontario,"15","0",0.000
M5P,"35",Ontario,"7","4",4.000
M5R,"35",Ontario,"16","4",4.000
R2C,"46",Manitoba,"0","0",0.000
R2Y,"46",Manitoba,"0","0",0.000
R3A,"46",Manitoba,"0","0",0.000
R3B,"46",Manitoba,"0","0",0.000
R3C,"46",Manitoba,"0","0",0.000
R3E,"46",Manitoba,"0","0",0.000
N4B,"35",Ontario,"4","0",0.000
N4K,"35",Ontario,"18","0",0.000
L9A,"35",Ontario,"12","0",0.000
P4R,"35",Ontario,"3","0",0.000
P5A,"35",Ontario,"6","1",1.000
P5E,"35",Ontario,"6","0",0.000
P5N,"35",Ontario,"6","1",1.000
P6A,"35",Ontario,"13","0",0.000
R2E,"46",Manitoba,"0","0",0.000
R2G,"46",Manitoba,"0","0",0.000
R2H,"46",Manitoba,"0","0",0.000
N2C,"35",Ontario,"7","2",2.000
N2E,"35",Ontario,"13","1",1.000
N2V,"35",Ontario,"10","0",0.000
N2Z,"35",Ontario,"5","0",0.000
V6P,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V6R,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V6S,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V6T,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V7K,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V7L,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V7M,"59",British Columbia / Colombie-Britannique,"0","0",0.000
T9X,"48",Alberta,"0","0",0.000
V0L,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V0M,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V0N,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V0P,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V0R,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V0S,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V0T,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V0V,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V0W,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V0X,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V1B,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V1C,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V1E,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V1G,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V1H,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V1J,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V1K,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V2S,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V2T,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V2V,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V2W,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V5P,"59",British Columbia / Colombie-Britannique,"0","0",0.000
T2B,"48",Alberta,"0","0",0.000
T2C,"48",Alberta,"0","0",0.000
T2E,"48",Alberta,"0","0",0.000
T6H,"48",Alberta,"0","0",0.000
T6J,"48",Alberta,"0","0",0.000
T3C,"48",Alberta,"0","0",0.000
T3E,"48",Alberta,"0","0",0.000
T3G,"48",Alberta,"0","0",0.000
V4W,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V4X,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V5R,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V5S,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V5T,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V5V,"59",British Columbia / Colombie-Britannique,"0","0",0.000
S7N,"47",Saskatchewan,"0","0",0.000
T6K,"48",Alberta,"0","0",0.000
T6L,"48",Alberta,"0","0",0.000
V3H,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V3J,"59",British Columbia / Colombie-Britannique,"0","0",0.000
T8H,"48",Alberta,"0","0",0.000
T8T,"48",Alberta,"0","0",0.000
T8V,"48",Alberta,"0","0",0.000
T8W,"48",Alberta,"0","0",0.000
T9A,"48",Alberta,"0","0",0.000
T9C,"48",Alberta,"0","0",0.000
V8M,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V8N,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V8P,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V8R,"59",British Columbia / Colombie-Britannique,"0","0",0.000
T4B,"48",Alberta,"0","0",0.000
T4C,"48",Alberta,"0","0",0.000
T4G,"48",Alberta,"0","0",0.000
T4J,"48",Alberta,"0","0",0.000
T4L,"48",Alberta,"0","0",0.000
V1L,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V1N,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V1P,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V1R,"59",British Columbia / Colombie-Britannique,"0","0",0.000
S7P,"47",Saskatchewan,"0","0",0.000
S7R,"47",Saskatchewan,"0","0",0.000
S7S,"47",Saskatchewan,"0","0",0.000
S7T,"47",Saskatchewan,"0","0",0.000
T5M,"48",Alberta,"0","0",0.000
T5N,"48",Alberta,"0","0",0.000
V3K,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V3L,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V6V,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V6W,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V3Z,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V4A,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V4B,"59",British Columbia / Colombie-Britannique,"0","0",0.000
T4E,"48",Alberta,"0","0",0.000
T4H,"48",Alberta,"0","0",0.000
T5P,"48",Alberta,"0","0",0.000
T5R,"48",Alberta,"0","0",0.000
V2X,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V6X,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V6Y,"59",British Columbia / Colombie-Britannique,"0","0",0.000
T2G,"48",Alberta,"0","0",0.000
T2H,"48",Alberta,"0","0",0.000
T2J,"48",Alberta,"0","0",0.000
V9Z,"59",British Columbia / Colombie-Britannique,"0","0",0.000
X0B,"62",Nunavut,"0","0",0.000
X0C,"62",Nunavut,"0","0",0.000
X0E,"61",Northwest Territories / Territoires du Nord-Ouest,"0","0",0.000
X0G,"61",Northwest Territories / Territoires du Nord-Ouest,"0","0",0.000
X1A,"61",Northwest Territories / Territoires du Nord-Ouest,"0","0",0.000
Y0A,"60",Yukon,"0","0",0.000
Y0B,"60",Yukon,"0","0",0.000
V4K,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V4L,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V1A,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V1M,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V1S,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V1T,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V2Y,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V5W,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V5X,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V5Y,"59",British Columbia / Colombie-Britannique,"0","0",0.000
T2K,"48",Alberta,"0","0",0.000
T2L,"48",Alberta,"0","0",0.000
T2M,"48",Alberta,"0","0",0.000
T6M,"48",Alberta,"0","0",0.000
Y1A,"60",Yukon,"0","0",0.000
V4C,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V4E,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V5A,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V5B,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V5C,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V5Z,"59",British Columbia / Colombie-Britannique,"0","0",0.000
S7V,"47",Saskatchewan,"0","0",0.000
S7W,"47",Saskatchewan,"0","0",0.000
S9A,"47",Saskatchewan,"0","0",0.000
S9H,"47",Saskatchewan,"0","0",0.000
S9V,"47",Saskatchewan,"0","0",0.000
S9X,"47",Saskatchewan,"0","0",0.000
T0A,"48",Alberta,"0","0",0.000
T0B,"48",Alberta,"0","0",0.000
T6P,"48",Alberta,"0","0",0.000
T6R,"48",Alberta,"0","0",0.000
T6S,"48",Alberta,"0","0",0.000
T6T,"48",Alberta,"0","0",0.000
V3M,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V4G,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V7N,"59",British Columbia / Colombie-Britannique,"0","0",0.000
V7P,"59",British Columbia / Colombie-Britannique,"0","0",0.000
