name,street,city,province,postal,full address,X,Y,date,link
Shoppers Drug Mart,1675 Wyandotte Street West,"Windsor, ON",Ontario,N9B 1H8,"1675 Wyandotte Street West Windsor, ON N9B 1H8",42.3071046,-83.0555311,2021-04-13T14:53:25.450Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,1680 Richmond St. North Unit L104,"London, ON",Ontario,N6G 3Y9,"1680 Richmond St. North Unit L104 London, ON N6G 3Y9",43.025599,-81.2783801,2021-04-13T14:53:25.246Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,1730 Bur Oak Avenue,"Markham, ON",Ontario,L6E 0H8,"1730 Bur Oak Avenue Markham, ON L6E 0H8",43.9004454,-79.2666979,2021-04-13T14:53:25.257Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,175 First Street,"Collingwood, ON",Ontario,L9Y 1A5,"175 First Street Collingwood, ON L9Y 1A5",44.5029008,-80.2224588,2021-04-13T14:53:25.154Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,1760 Huron Church Road,"Windsor, ON",Ontario,N9C 2L4,"1760 Huron Church Road Windsor, ON N9C 2L4",42.2843646,-83.0554765,2021-04-13T14:53:25.454Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,1780 Markham Road,"Scarborough, ON",Ontario,M1B 2W2,"1780 Markham Road Scarborough, ON M1B 2W2",43.7948226,-79.2405334,2021-04-13T14:53:25.358Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,18 Jarvis Street,"Toronto, ON",Ontario,M5E 1N1,"18 Jarvis Street Toronto, ON M5E 1N1",43.6507187,-79.372168,2021-04-13T14:53:25.411Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,180 Danforth Avenue,"Toronto, ON",Ontario,M4K 1N1,"180 Danforth Avenue Toronto, ON M4K 1N1",43.6768251,-79.3570281,2021-04-13T14:53:25.422Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,180 Sandalwood Parkway,"Brampton, ON",Ontario,L6Z 1Y4,"180 Sandalwood Parkway Brampton, ON L6Z 1Y4",43.7274519,-79.7944777,2021-04-13T14:53:25.131Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,1800 Sheppard Avenue East,"Willowdale, ON",Ontario,M2J 5A7,"1800 Sheppard Avenue East Willowdale, ON M2J 5A7",43.7779901,-79.3440914,2021-04-13T14:53:25.446Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,1801 Dundas Street East,"Whitby, ON",Ontario,L1N 7C5,"1801 Dundas Street East Whitby, ON L1N 7C5",43.8884987,-78.903958,2021-04-13T14:53:25.445Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,181 Bay Street,"Toronto, ON",Ontario,M5J 2T3,"181 Bay Street Toronto, ON M5J 2T3",43.6469771,-79.379275,2021-04-13T14:53:25.412Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,1840 Eglinton Avenue West,"Toronto, ON",Ontario,M6E 2J4,"1840 Eglinton Avenue West Toronto, ON M6E 2J4",43.6958261,-79.4509313,2021-04-13T14:53:25.414Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,1859 Leslie Street,"Toronto, ON",Ontario,M3B 2M1,"1859 Leslie Street Toronto, ON M3B 2M1",43.754517,-79.359184,2021-04-13T14:53:25.419Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,186 Highland St.,"Haliburton, ON",Ontario,K0M 1S0,"186 Highland St. Haliburton, ON K0M 1S0",45.045408,-78.5105054,2021-04-13T14:53:25.194Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,"1860 Bayview Avenue, Unit 101","Toronto, ON",Ontario,M4G 0C3,"1860 Bayview Avenue, Unit 101 Toronto, ON M4G 0C3",43.7140566,-79.3778586,2021-04-13T14:53:25.415Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,1865 Scugog St. Port,"Perry, ON",Ontario,L9L 1J3,"1865 Scugog St. Port Perry, ON L9L 1J3",44.101183,-78.9411105,2021-04-13T14:53:25.335Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,1875 Bath Road,"Kingston, ON",Ontario,K7M 4Y3,"1875 Bath Road Kingston, ON K7M 4Y3",44.236916,-76.5823035,2021-04-13T14:53:25.222Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,1900 Mosley Street Unit 4 Wasaga,"Beach, ON",Ontario,L9Z 1Z3,"1900 Mosley Street Unit 4 Wasaga Beach, ON L9Z 1Z3",44.4751945,-80.07473,2021-04-13T14:53:25.438Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,1937 Portobello Boulevard,"Orleans, ON",Ontario,K4A 4W9,"1937 Portobello Boulevard Orleans, ON K4A 4W9",45.4680525,-75.4657987,2021-04-13T14:53:25.309Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,1971 Salem Road North,"Ajax, ON",Ontario,L1T 0J9,"1971 Salem Road North Ajax, ON L1T 0J9",43.897093,-79.029985,2021-04-13T14:53:25.074Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,199 Sandwich Street South,"Amherstburg, ON",Ontario,N9V 1Z9,"199 Sandwich Street South Amherstburg, ON N9V 1Z9",42.1040081,-83.1089507,2021-04-13T14:53:25.080Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,20 Bloor Street East,"Toronto, ON",Ontario,M4W 3G7,"20 Bloor Street East Toronto, ON M4W 3G7",43.6709974,-79.3849884,2021-04-13T14:53:25.419Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,20 Davis Drive,"Newmarket, ON",Ontario,L3Y 2M7,"20 Davis Drive Newmarket, ON L3Y 2M7",44.0537972,-79.4785939,2021-04-13T14:53:25.291Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,20 Warren Avenue,"Oshawa, ON",Ontario,L1J 0A1,"20 Warren Avenue Oshawa, ON L1J 0A1",43.8961141,-78.8733821,2021-04-13T14:53:25.313Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,200 Bay Street,"Toronto, ON",Ontario,M5J 2J3,"200 Bay Street Toronto, ON M5J 2J3",43.6465177,-79.3800808,2021-04-13T14:53:25.415Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,2000 Credit Valley Road,"Mississauga, ON",Ontario,L5M 4N4,"2000 Credit Valley Road Mississauga, ON L5M 4N4",43.5623283,-79.7022115,2021-04-13T14:53:25.274Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,2000 Queen Street East,"Toronto, ON",Ontario,M4L 1J2,"2000 Queen Street East Toronto, ON M4L 1J2",43.6701805,-79.3002078,2021-04-13T14:53:25.421Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,2015 Long Lake Road,"Sudbury, ON",Ontario,P3E 4M8,"2015 Long Lake Road Sudbury, ON P3E 4M8",46.4513397,-81.0048068,2021-04-13T14:53:25.373Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,2047 Avenue Road,"Toronto, ON",Ontario,M5M 4A7,"2047 Avenue Road Toronto, ON M5M 4A7",43.7362764,-79.4197057,2021-04-13T14:53:25.417Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,2080 Appleby Line,"Burlington, ON",Ontario,L7L 6M6,"2080 Appleby Line Burlington, ON L7L 6M6",43.3972487,-79.7970157,2021-04-13T14:53:25.145Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,2109 Ottawa Street,"Windsor, ON",Ontario,N8Y 1R8,"2109 Ottawa Street Windsor, ON N8Y 1R8",42.3127014,-83.003068,2021-04-13T14:53:25.451Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,2110 Rymal Road East,"Hamilton, ON",Ontario,L0R 1P0,"2110 Rymal Road East Hamilton, ON L0R 1P0",43.1763012,-79.7919321,2021-04-13T14:53:25.200Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,2125 Front Road,"LaSalle, ON",Ontario,N9J 2C1,"2125 Front Road LaSalle, ON N9J 2C1",42.2279853,-83.1014726,2021-04-13T14:53:25.234Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,220 Ontario Avenue Elliot,"Lake, ON",Ontario,P5A 1Y5,"220 Ontario Avenue Elliot Lake, ON P5A 1Y5",46.3810688,-82.6452881,2021-04-13T14:53:25.160Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,2206 Lake Shore Boulevard West,"Etobicoke, ON",Ontario,M8V 1A4,"2206 Lake Shore Boulevard West Etobicoke, ON M8V 1A4",43.6229404,-79.482241,2021-04-13T14:53:25.173Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,2223 Bloor Street West,"Toronto, ON",Ontario,M6S 1N7,"2223 Bloor Street West Toronto, ON M6S 1N7",43.6506064,-79.4764527,2021-04-13T14:53:25.423Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,2225 Erin Mills Parkway,"Mississauga, ON",Ontario,L5K 1T9,"2225 Erin Mills Parkway Mississauga, ON L5K 1T9",43.5307487,-79.6533683,2021-04-13T14:53:25.275Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,2251 Lawrence Avenue East,"Scarborough, ON",Ontario,M1P 2P5,"2251 Lawrence Avenue East Scarborough, ON M1P 2P5",43.7487442,-79.2763879,2021-04-13T14:53:25.355Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,2266 Major Mackenzie Drive,"Maple, ON",Ontario,L6A 3Y7,"2266 Major Mackenzie Drive Maple, ON L6A 3Y7",43.8550058,-79.5130054,2021-04-13T14:53:25.253Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,2300 Dorchester Road,"Dorchester, ON",Ontario,N0L 1G3,"2300 Dorchester Road Dorchester, ON N0L 1G3",42.9802153,-81.0555419,2021-04-13T14:53:25.156Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,232 Toronto Street South,"Uxbridge, ON",Ontario,L9P 0C4,"232 Toronto Street South Uxbridge, ON L9P 0C4",44.0966515,-79.1293634,2021-04-13T14:53:25.434Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,2330 Kennedy Road,"Scarborough, ON",Ontario,M1T 3H1,"2330 Kennedy Road Scarborough, ON M1T 3H1",43.7838577,-79.2893272,2021-04-13T14:53:25.357Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,2343 Eglinton Avenue West,"Toronto, ON",Ontario,M6E 2L6,"2343 Eglinton Avenue West Toronto, ON M6E 2L6",43.6926252,-79.4627417,2021-04-13T14:53:25.415Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,2345 Yonge Street,"Toronto, ON",Ontario,M4P 1E4,"2345 Yonge Street Toronto, ON M4P 1E4",43.7089492,-79.3978503,2021-04-13T14:53:25.423Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,"235 Danforth Avenue, Unit 101","Toronto, ON",Ontario,M4K 1N2,"235 Danforth Avenue, Unit 101 Toronto, ON M4K 1N2",43.6767537,-79.3553553,2021-04-13T14:53:25.411Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,235 Ira Needles Boulevard,"Kitchener, ON",Ontario,N2N 0B2,"235 Ira Needles Boulevard Kitchener, ON N2N 0B2",43.4265368,-80.5526803,2021-04-13T14:53:25.231Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,2355 Warden Avenue,"Scarborough, ON",Ontario,M1T 1V7,"2355 Warden Avenue Scarborough, ON M1T 1V7",43.7850608,-79.3100251,2021-04-13T14:53:25.354Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,236 Bloor Street West,"Toronto, ON",Ontario,M5S 1T8,"236 Bloor Street West Toronto, ON M5S 1T8",43.6683598,-79.3967611,2021-04-13T14:53:25.419Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,"2437 Princess Street, Unit 100","Kingston, ON",Ontario,K7M 3G1,"2437 Princess Street, Unit 100 Kingston, ON K7M 3G1",44.2575256,-76.5583154,2021-04-13T14:53:25.221Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,2440 Dundas Street West,"Toronto, ON",Ontario,M6P 1W9,"2440 Dundas Street West Toronto, ON M6P 1W9",43.6592201,-79.4530285,2021-04-13T14:53:25.416Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,249 Ontario St. Port,"Hope, ON",Ontario,L1A 3Y9,"249 Ontario St. Port Hope, ON L1A 3Y9",43.9631194,-78.2898346,2021-04-13T14:53:25.333Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,2494 Danforth Avenue,"Toronto, ON",Ontario,M4C 1K9,"2494 Danforth Avenue Toronto, ON M4C 1K9",43.6882324,-79.3035346,2021-04-13T14:53:25.413Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,25 Broadway Avenue,"Orangeville, ON",Ontario,L9W 1J6,"25 Broadway Avenue Orangeville, ON L9W 1J6",43.9222105,-80.0864045,2021-04-13T14:53:25.307Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,25 Duke Street,"Dryden, ON",Ontario,P8N 1E6,"25 Duke Street Dryden, ON P8N 1E6",49.7827987,-92.8398382,2021-04-13T14:53:25.157Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,25 Great Lakes Drive,"Brampton, ON",Ontario,L6R 2S5,"25 Great Lakes Drive Brampton, ON L6R 2S5",43.7315552,-79.7604465,2021-04-13T14:53:25.132Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,25 Hamilton Street North,"Waterdown, ON",Ontario,L0R 2H6,"25 Hamilton Street North Waterdown, ON L0R 2H6",43.3317334,-79.8974921,2021-04-13T14:53:25.438Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,25 Peel Centre Drive Unit 379,"Brampton, ON",Ontario,L6T 3R5,"25 Peel Centre Drive Unit 379 Brampton, ON L6T 3R5",43.7150307,-79.7214959,2021-04-13T14:53:25.131Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,"2501 Third Line, Building B","Oakville, ON",Ontario,L6M 5A9,"2501 Third Line, Building B Oakville, ON L6M 5A9",43.4497724,-79.7585629,2021-04-13T14:53:25.306Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,252 Queen St.,"Acton, ON",Ontario,L7J 1P6,"252 Queen St. Acton, ON L7J 1P6",43.6339786,-80.031311,2021-04-13T14:53:25.067Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,2528 Bayview Avenue,"Toronto, ON",Ontario,M2L 1A9,"2528 Bayview Avenue Toronto, ON M2L 1A9",43.7470647,-79.3849562,2021-04-13T14:53:25.417Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,255 Morningside Avenue,"Scarborough, ON",Ontario,M1E 3E6,"255 Morningside Avenue Scarborough, ON M1E 3E6",43.7699397,-79.1849207,2021-04-13T14:53:25.358Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,2550 Finch Avenue West North,"York, ON",Ontario,M9M 2G3,"2550 Finch Avenue West North York, ON M9M 2G3",43.7490485,-79.5603217,2021-04-13T14:53:25.301Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,260 Queen Street West,"Toronto, ON",Ontario,M5V 1Z8,"260 Queen Street West Toronto, ON M5V 1Z8",43.6498673,-79.3918351,2021-04-13T14:53:25.412Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,265 Port Union Road,"Scarborough, ON",Ontario,M1C 2L3,"265 Port Union Road Scarborough, ON M1C 2L3",43.7890134,-79.1397278,2021-04-13T14:53:25.356Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,2670 Tecumseh Road West,"Windsor, ON",Ontario,N9B 3P9,"2670 Tecumseh Road West Windsor, ON N9B 3P9",42.2918021,-83.0587061,2021-04-13T14:53:25.453Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,269 Erie Street South,"Leamington, ON",Ontario,N8H 3C4,"269 Erie Street South Leamington, ON N8H 3C4",42.0380845,-82.6019932,2021-04-13T14:53:25.236Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,270 The Kingsway,"Etobicoke, ON",Ontario,M9A 3T7,"270 The Kingsway Etobicoke, ON M9A 3T7",43.6615135,-79.5197696,2021-04-13T14:53:25.171Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,2727 Country Road 43,"Kemptville, ON",Ontario,K0G 1J0,"2727 Country Road 43 Kemptville, ON K0G 1J0",45.0230195,-75.6521543,2021-04-13T14:53:25.209Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,2751 Eglinton Avenue East,"Scarborough, ON",Ontario,M1J 2C7,"2751 Eglinton Avenue East Scarborough, ON M1J 2C7",43.7363941,-79.2474937,2021-04-13T14:53:25.359Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,279 Yonge Street,"Toronto, ON",Ontario,M5B 1N8,"279 Yonge Street Toronto, ON M5B 1N8",43.6556497,-79.380301,2021-04-13T14:53:25.424Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,2863 Ellesmere Road,"Scarborough, ON",Ontario,M1E 5E9,"2863 Ellesmere Road Scarborough, ON M1E 5E9",43.7805326,-79.2060768,2021-04-13T14:53:25.353Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,2900 Warden Avenue,"Scarborough, ON",Ontario,M1W 2S8,"2900 Warden Avenue Scarborough, ON M1W 2S8",43.7984738,-79.3182127,2021-04-13T14:53:25.354Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,2901 Sheppard Avenue East,"Scarborough, ON",Ontario,M1T 3J3,"2901 Sheppard Avenue East Scarborough, ON M1T 3J3",43.7750524,-79.3223314,2021-04-13T14:53:25.356Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,292 Dupont Street,"Toronto, ON",Ontario,M5R 1V9,"292 Dupont Street Toronto, ON M5R 1V9",43.6749503,-79.4080207,2021-04-13T14:53:25.420Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,2920 Major MacKenzie Drive East,"Markham, ON",Ontario,L6C 0G6,"2920 Major MacKenzie Drive East Markham, ON L6C 0G6",43.8858241,-79.369875,2021-04-13T14:53:25.258Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,2999 Kingston Road,"Scarborough, ON",Ontario,M1M 1P1,"2999 Kingston Road Scarborough, ON M1M 1P1",43.7252846,-79.2305937,2021-04-13T14:53:25.356Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,300 Borough Drive,"Scarborough, ON",Ontario,M1P 4P5,"300 Borough Drive Scarborough, ON M1P 4P5",43.7757281,-79.2574487,2021-04-13T14:53:25.355Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,3010 Bloor Street West,"Etobicoke, ON",Ontario,M8X 1C2,"3010 Bloor Street West Etobicoke, ON M8X 1C2",43.6477305,-79.5110433,2021-04-13T14:53:25.172Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,3023 New Street,"Burlington, ON",Ontario,L7R 1K3,"3023 New Street Burlington, ON L7R 1K3",43.3398033,-79.7856305,2021-04-13T14:53:25.146Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,3090 Colonel Talbot Road,"London, ON",Ontario,N6P 0B3,"3090 Colonel Talbot Road London, ON N6P 0B3",42.9343125,-81.3164749,2021-04-13T14:53:25.249Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,3100 Garden St.,"Whitby, ON",Ontario,L1R 2G8,"3100 Garden St. Whitby, ON L1R 2G8",43.9021437,-78.9422855,2021-04-13T14:53:25.444Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,3100 Howard Avenue,"Windsor, ON",Ontario,N8X 3Y8,"3100 Howard Avenue Windsor, ON N8X 3Y8",42.2756598,-83.0037396,2021-04-13T14:53:25.454Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,3110 Bathurst Street North,"York, ON",Ontario,M6A 2A1,"3110 Bathurst Street North York, ON M6A 2A1",43.7193258,-79.4328516,2021-04-13T14:53:25.298Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,314 Harwood Avenue South,"Ajax, ON",Ontario,L1S 2J1,"314 Harwood Avenue South Ajax, ON L1S 2J1",43.8456861,-79.0208886,2021-04-13T14:53:25.075Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,3163 Winston Churchill Blvd,"Mississauga, ON",Ontario,L5L 2W1,"3163 Winston Churchill Blvd Mississauga, ON L5L 2W1",43.5268533,-79.6844187,2021-04-13T14:53:25.270Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,322 Rideau Street,"Ottawa, ON",Ontario,K1N 5Y5,"322 Rideau Street Ottawa, ON K1N 5Y5",45.4288897,-75.6847071,2021-04-13T14:53:25.319Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,330 Notre Dame Street Belle,"River, ON",Ontario,N0R 1A0,"330 Notre Dame Street Belle River, ON N0R 1A0",42.2924181,-82.6990493,2021-04-13T14:53:25.107Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,333 Bay Street,"Toronto, ON",Ontario,M5H 2R2,"333 Bay Street Toronto, ON M5H 2R2",43.6503406,-79.3805207,2021-04-13T14:53:25.411Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,3366 Yonge Street,"Toronto, ON",Ontario,M4N 2M7,"3366 Yonge Street Toronto, ON M4N 2M7",43.7323488,-79.4045109,2021-04-13T14:53:25.418Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,34 A Avondale Boulevard,"Brampton, ON",Ontario,L6T 1H3,"34 A Avondale Boulevard Brampton, ON L6T 1H3",43.7073389,-79.6992351,2021-04-13T14:53:25.136Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,3401 Dufferin Street,"Toronto, ON",Ontario,M6A 2T9,"3401 Dufferin Street Toronto, ON M6A 2T9",43.7251083,-79.4528087,2021-04-13T14:53:25.416Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,343 Kent Street West Unit 341,"Lindsay, ON",Ontario,K9B 2Z7,"343 Kent Street West Unit 341 Lindsay, ON K9B 2Z7",44.3507422,-78.7551481,2021-04-13T14:53:25.238Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,3446 Dundas Street West,"Toronto, ON",Ontario,M6S 2S1,"3446 Dundas Street West Toronto, ON M6S 2S1",43.6661678,-79.4867346,2021-04-13T14:53:25.426Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,366 Main Street North,"Brampton, ON",Ontario,L6V 1P8,"366 Main Street North Brampton, ON L6V 1P8",43.6950221,-79.771375,2021-04-13T14:53:25.136Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,370 Main Street East,"Kingsville, ON",Ontario,N9Y 0C1,"370 Main Street East Kingsville, ON N9Y 0C1",42.0380544,-82.7227949,2021-04-13T14:53:25.225Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,3701 Portage Road Unit 1 Niagara,"Falls, ON",Ontario,L2J 2K8,"3701 Portage Road Unit 1 Niagara Falls, ON L2J 2K8",43.119109,-79.1013079,2021-04-13T14:53:25.293Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,"3730 Lake Shore Boulevard West, Unit 102","Etobicoke, ON",Ontario,M8W 1N6,"3730 Lake Shore Boulevard West, Unit 102 Etobicoke, ON M8W 1N6",43.5938055,-79.5407177,2021-04-13T14:53:25.172Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,376 Ottawa St.,"Almonte, ON",Ontario,K0A 1A0,"376 Ottawa St. Almonte, ON K0A 1A0",45.2348379,-76.1855636,2021-04-13T14:53:25.079Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,3781 Strandherd Drive,"Nepean, ON",Ontario,K2J 5M4,"3781 Strandherd Drive Nepean, ON K2J 5M4",45.2682208,-75.7512618,2021-04-13T14:53:25.288Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,387 Scott Street Unit 1 St.,"Catharines, ON",Ontario,L2M 3W2,"387 Scott Street Unit 1 St. Catharines, ON L2M 3W2",43.1904028,-79.2270519,2021-04-13T14:53:25.364Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,3874 Bathurst Street North,"York, ON",Ontario,M3H 3N3,"3874 Bathurst Street North York, ON M3H 3N3",43.7411737,-79.4353135,2021-04-13T14:53:25.302Z,https://covid-19.ontario.ca/vaccine-locations
