name,street,city,province,postal,full address,X,Y,date,link
Loblaws,10 Lower Jarvis Street,"Toronto, ON",Ontario,M5E 1Z2,"10 Lower Jarvis Street Toronto, ON M5E 1Z2",43.6447705,-79.3701389,2021-04-13T14:53:25.391Z,https://covid-19.ontario.ca/vaccine-locations
Loblaws,1048 Midland Avenue,"Kingston, ON",Ontario,K7P 2X9,"1048 Midland Avenue Kingston, ON K7P 2X9",44.2610102,-76.5722326,2021-04-13T14:53:25.214Z,https://covid-19.ontario.ca/vaccine-locations
Loblaws,11 Redway Road,"Toronto, ON",Ontario,M4H 1P6,"11 Redway Road Toronto, ON M4H 1P6",43.6990972,-79.3597232,2021-04-13T14:53:25.392Z,https://covid-19.ontario.ca/vaccine-locations
Loblaws,1100 Princess Street,"Kingston, ON",Ontario,K7L 5G8,"1100 Princess Street Kingston, ON K7L 5G8",44.2428429,-76.5185193,2021-04-13T14:53:25.215Z,https://covid-19.ontario.ca/vaccine-locations
Loblaws,17 Leslie Street,"Toronto, ON",Ontario,M4M 3H9,"17 Leslie Street Toronto, ON M4M 3H9",43.6608701,-79.3284242,2021-04-13T14:53:25.392Z,https://covid-19.ontario.ca/vaccine-locations
Loblaws,2280 Dundas Street West,"Toronto, ON",Ontario,M6R1X4,"2280 Dundas Street West Toronto, ON M6R1X4",43.6556207,-79.4498001,2021-04-13T14:53:25.391Z,https://covid-19.ontario.ca/vaccine-locations
Loblaws,2877 Bayview Avenue,"Toronto, ON",Ontario,M2K 2S3,"2877 Bayview Avenue Toronto, ON M2K 2S3",43.76875,-79.387239,2021-04-13T14:53:25.391Z,https://covid-19.ontario.ca/vaccine-locations
Loblaws,3671 Dundas Street West,"Etobicoke, ON",Ontario,M6S 2T3,"3671 Dundas Street West Etobicoke, ON M6S 2T3",43.6654493,-79.4957853,2021-04-13T14:53:25.169Z,https://covid-19.ontario.ca/vaccine-locations
Loblaws,380 The East Mall,"Etobicoke, ON",Ontario,M9B 6L5,"380 The East Mall Etobicoke, ON M9B 6L5",43.643878,-79.5601684,2021-04-13T14:53:25.168Z,https://covid-19.ontario.ca/vaccine-locations
Loblaws,396 St. Clair Avenue West,"Toronto, ON",Ontario,M5P 3N3,"396 St. Clair Avenue West Toronto, ON M5P 3N3",43.6841477,-79.4153394,2021-04-13T14:53:25.391Z,https://covid-19.ontario.ca/vaccine-locations
Loblaws,50 Musgrave Street,"Toronto, ON",Ontario,M4E 3W2,"50 Musgrave Street Toronto, ON M4E 3W2",43.6885028,-79.2882397,2021-04-13T14:53:25.393Z,https://covid-19.ontario.ca/vaccine-locations
Loblaws,5095 Yonge Street East,"Toronto, ON",Ontario,M2M 3V7,"5095 Yonge Street East Toronto, ON M2M 3V7",43.7687022,-79.4123463,2021-04-13T14:53:25.390Z,https://covid-19.ontario.ca/vaccine-locations
Loblaws,60 Carlton Street,"Toronto, ON",Ontario,M5B 1L1,"60 Carlton Street Toronto, ON M5B 1L1",43.6621911,-79.3802435,2021-04-13T14:53:25.392Z,https://covid-19.ontario.ca/vaccine-locations
Lovell Drugs Ltd.,500 Rossland Road West,"Oshawa, ON",Ontario,L1J 3H2,"500 Rossland Road West Oshawa, ON L1J 3H2",43.9114887,-78.8903642,2021-04-13T14:53:25.311Z,https://covid-19.ontario.ca/vaccine-locations
Lovell Drugs Whitby,600 Grandview Street South,"Oshawa, ON",Ontario,L1H 8P4,"600 Grandview Street South Oshawa, ON L1H 8P4",43.8906919,-78.8153458,2021-04-13T14:53:25.311Z,https://covid-19.ontario.ca/vaccine-locations
Lovell Drugs,166 Brock Street Saturday and Sunday hours available as needed.,"Kingston, ON",Ontario,K7L 3E2,"166 Brock Street Saturday and Sunday hours available as needed. Kingston, ON K7L 3E2",44.2309729,-76.4862192,2021-04-13T14:53:25.215Z,https://covid-19.ontario.ca/vaccine-locations
Lovell Drugs,617 Victoria Street West Unit 9,"Whitby, ON",Ontario,L1N 0E4,"617 Victoria Street West Unit 9 Whitby, ON L1N 0E4",43.8585144,-78.9453087,2021-04-13T14:53:25.444Z,https://covid-19.ontario.ca/vaccine-locations
Lovell Drugs,8 King St. East,"Oshawa, ON",Ontario,L1H 1A9,"8 King St. East Oshawa, ON L1H 1A9",43.897857,-78.863319,2021-04-13T14:53:25.311Z,https://covid-19.ontario.ca/vaccine-locations
Lucknow Pharmasave,622 Campbell St.,"Lucknow, ON",Ontario,N0G 2H0,"622 Campbell St. Lucknow, ON N0G 2H0",43.9611,-81.5163966,2021-04-13T14:53:25.251Z,https://covid-19.ontario.ca/vaccine-locations
Mactavish Pharmacy,480 St. George Street,"Dresden, ON",Ontario,N0P 1M0,"480 St. George Street Dresden, ON N0P 1M0",42.5901544,-82.1797332,2021-04-13T14:53:25.157Z,https://covid-19.ontario.ca/vaccine-locations
Main Drug Mart,"1646 Victoria Park Avenue, Unit 7","Toronto, ON",Ontario,M1R 1P7,"1646 Victoria Park Avenue, Unit 7 Toronto, ON M1R 1P7",43.7309565,-79.3057989,2021-04-13T14:53:25.393Z,https://covid-19.ontario.ca/vaccine-locations
Markdale Pharmacy,29 Toronto Street North,"Markdale, ON",Ontario,N0C 1H0,"29 Toronto Street North Markdale, ON N0C 1H0",44.3194434,-80.648711,2021-04-13T14:53:25.253Z,https://covid-19.ontario.ca/vaccine-locations
Markham Corners Pharmacy,5113 Sheppard Avenue East,"Scarborough, ON",Ontario,M1S 4N8,"5113 Sheppard Avenue East Scarborough, ON M1S 4N8",43.79257,-79.2391289,2021-04-13T14:53:25.350Z,https://covid-19.ontario.ca/vaccine-locations
Markham Healthplex Pharmacy,"5995 14th Avenue, Unit A2B","Markham, ON",Ontario,L3S 0A2,"5995 14th Avenue, Unit A2B Markham, ON L3S 0A2",43.8547149,-79.2575368,2021-04-13T14:53:25.255Z,https://covid-19.ontario.ca/vaccine-locations
Markland Wood Pharmacy,4335 Bloor Street West,"Toronto, ON",Ontario,M9C 2A5,"4335 Bloor Street West Toronto, ON M9C 2A5",43.6308387,-79.5757084,2021-04-13T14:53:25.393Z,https://covid-19.ontario.ca/vaccine-locations
Med Health Pharmacy,614 Coronation Boulevard,"Cambridge, ON",Ontario,N1R 3E8,"614 Coronation Boulevard Cambridge, ON N1R 3E8",43.376365,-80.3245312,2021-04-13T14:53:25.148Z,https://covid-19.ontario.ca/vaccine-locations
Med+ Pharmacy,277 Bath Road,"Kingston, ON",Ontario,K7M 2X6,"277 Bath Road Kingston, ON K7M 2X6",44.2402229,-76.5251988,2021-04-13T14:53:25.215Z,https://covid-19.ontario.ca/vaccine-locations
Medica Pharmacy,1210 Erie Street East,"Windsor, ON",Ontario,N9A 3Z5,"1210 Erie Street East Windsor, ON N9A 3Z5",42.3152062,-83.016814,2021-04-13T14:53:25.448Z,https://covid-19.ontario.ca/vaccine-locations
Medical Arts Pharmacy,800 Princess Street,"Kingston, ON",Ontario,K7L 5E4,"800 Princess Street Kingston, ON K7L 5E4",44.2389873,-76.5072859,2021-04-13T14:53:25.216Z,https://covid-19.ontario.ca/vaccine-locations
Medical Pharmacy,1333 Neilson Road Unit 110,"Scarborough, ON",Ontario,M1B 4Y9,"1333 Neilson Road Unit 110 Scarborough, ON M1B 4Y9",43.8084303,-79.2196494,2021-04-13T14:53:25.350Z,https://covid-19.ontario.ca/vaccine-locations
Medical Tree,"795 Gardiners Road, Unit 6","Kingston, ON",Ontario,K7M 7E6,"795 Gardiners Road, Unit 6 Kingston, ON K7M 7E6",44.2511182,-76.5690727,2021-04-13T14:53:25.216Z,https://covid-19.ontario.ca/vaccine-locations
Metro Drugs,129 Dundas Street East,"Toronto, ON",Ontario,M5B 2N6,"129 Dundas Street East Toronto, ON M5B 2N6",43.6565539,-79.3761617,2021-04-13T14:53:25.393Z,https://covid-19.ontario.ca/vaccine-locations
Metro Pharmacy,1011 Upper Middle Road East,"Oakville, ON",Ontario,L6H 4L2,"1011 Upper Middle Road East Oakville, ON L6H 4L2",43.483727,-79.6945815,2021-04-13T14:53:25.304Z,https://covid-19.ontario.ca/vaccine-locations
Metro Pharmacy,1161 Barton St. East,"Hamilton, ON",Ontario,L8H 2V2,"1161 Barton St. East Hamilton, ON L8H 2V2",43.2532844,-79.8126022,2021-04-13T14:53:25.194Z,https://covid-19.ontario.ca/vaccine-locations
Metro Pharmacy,2010 Appleby Line,"Burlington, ON",Ontario,L7L 6M6,"2010 Appleby Line Burlington, ON L7L 6M6",43.3922581,-79.7937754,2021-04-13T14:53:25.143Z,https://covid-19.ontario.ca/vaccine-locations
Metro Pharmacy,2225 Erin Mills Pkarkway,"Mississauga, ON",Ontario,L5K 1T9,"2225 Erin Mills Pkarkway Mississauga, ON L5K 1T9",43.5307487,-79.6533683,2021-04-13T14:53:25.267Z,https://covid-19.ontario.ca/vaccine-locations
Metro Pharmacy,243 King St. East,"Bowmanville, ON",Ontario,L1C 3X1,"243 King St. East Bowmanville, ON L1C 3X1",43.9111271,-78.6733799,2021-04-13T14:53:25.116Z,https://covid-19.ontario.ca/vaccine-locations
Metro Pharmacy,25 Peel Centre Drive,"Brampton, ON",Ontario,L6T 3R5,"25 Peel Centre Drive Brampton, ON L6T 3R5",43.7154601,-79.7216982,2021-04-13T14:53:25.126Z,https://covid-19.ontario.ca/vaccine-locations
Metro Pharmacy,280 North Service Road Unit 1A,"Oakville, ON",Ontario,L6M 2S2,"280 North Service Road Unit 1A Oakville, ON L6M 2S2",43.4472708,-79.7053674,2021-04-13T14:53:25.303Z,https://covid-19.ontario.ca/vaccine-locations
Metro Pharmacy,3003 Danforth Avenue,"Toronto, ON",Ontario,M4C 1M9,"3003 Danforth Avenue Toronto, ON M4C 1M9",43.6896746,-79.2906481,2021-04-13T14:53:25.394Z,https://covid-19.ontario.ca/vaccine-locations
Metro Pharmacy,3221 Derry Road West,"Mississauga, ON",Ontario,L5N 7L7,"3221 Derry Road West Mississauga, ON L5N 7L7",43.5837857,-79.7784483,2021-04-13T14:53:25.267Z,https://covid-19.ontario.ca/vaccine-locations
Metro Pharmacy,4510 Innes Road,"Ottawa, ON",Ontario,K4A 4C5,"4510 Innes Road Ottawa, ON K4A 4C5",45.4613368,-75.4841125,2021-04-13T14:53:25.317Z,https://covid-19.ontario.ca/vaccine-locations
Metro Pharmacy,53 Quinte St.,"Trenton, ON",Ontario,K8V 3S8,"53 Quinte St. Trenton, ON K8V 3S8",44.0982639,-77.5767169,2021-04-13T14:53:25.431Z,https://covid-19.ontario.ca/vaccine-locations
Metro Pharmacy,5612 Main Street,"Stouffville, ON",Ontario,L4A 8B7,"5612 Main Street Stouffville, ON L4A 8B7",43.9670267,-79.2685477,2021-04-13T14:53:25.369Z,https://covid-19.ontario.ca/vaccine-locations
Metro Pharmacy,910 Southdown Road,"Mississauga, ON",Ontario,L5G 2Y4,"910 Southdown Road Mississauga, ON L5G 2Y4",43.5082303,-79.6302953,2021-04-13T14:53:25.267Z,https://covid-19.ontario.ca/vaccine-locations
Milford Pharmacy,728 Milford Drive,"Kingston, ON",Ontario,K7P 1C6,"728 Milford Drive Kingston, ON K7P 1C6",44.2484037,-76.5806125,2021-04-13T14:53:25.217Z,https://covid-19.ontario.ca/vaccine-locations
Morelli's Pharmacy,15 York Street,"Toronto, ON",Ontario,M5J 0A3,"15 York Street Toronto, ON M5J 0A3",43.6421609,-79.3806942,2021-04-13T14:53:25.394Z,https://covid-19.ontario.ca/vaccine-locations
Morelli's Pharmacy,98 Copper Creek Drive,"Markham, ON",Ontario,L6B 0P2,"98 Copper Creek Drive Markham, ON L6B 0P2",43.8684747,-79.2298717,2021-04-13T14:53:25.255Z,https://covid-19.ontario.ca/vaccine-locations
Mortar + Pestle Compounding Pharmacy,1997 Bloor Street West,"Toronto, ON",Ontario,M6S 1M4,"1997 Bloor Street West Toronto, ON M6S 1M4",43.6521306,-79.4708218,2021-04-13T14:53:25.394Z,https://covid-19.ontario.ca/vaccine-locations
Mount Royal Pharmacy Ltd,2047 Mount Forest Drive,"Burlington, ON",Ontario,L7P 1H4,"2047 Mount Forest Drive Burlington, ON L7P 1H4",43.3478591,-79.8276008,2021-04-13T14:53:25.144Z,https://covid-19.ontario.ca/vaccine-locations
Neighborhood Drug Store,439 Wyandotte Street East,"Windsor, ON",Ontario,N9A 3H8,"439 Wyandotte Street East Windsor, ON N9A 3H8",42.3161722,-83.0304733,2021-04-13T14:53:25.448Z,https://covid-19.ontario.ca/vaccine-locations
New Caledonia Pharmacy,600 Caledonia Road,"Toronto, ON",Ontario,M6E 4V5,"600 Caledonia Road Toronto, ON M6E 4V5",43.6933118,-79.4623036,2021-04-13T14:53:25.395Z,https://covid-19.ontario.ca/vaccine-locations
Nhatrang Drug Mart,736 Wilson Avenue,"Toronto, ON",Ontario,M3K 1E2,"736 Wilson Avenue Toronto, ON M3K 1E2",43.7315528,-79.4639921,2021-04-13T14:53:25.395Z,https://covid-19.ontario.ca/vaccine-locations
NoFrills Pharmacy,657 John St.,"Aylmer, ON",Ontario,N5H 3J1,"657 John St. Aylmer, ON N5H 3J1",42.7854236,-80.9821054,2021-04-13T14:53:25.092Z,https://covid-19.ontario.ca/vaccine-locations
Nofrills,1020 Islington Avenue,"Toronto, ON",Ontario,M8Z 4R3,"1020 Islington Avenue Toronto, ON M8Z 4R3",43.6313497,-79.5192425,2021-04-13T14:53:25.397Z,https://covid-19.ontario.ca/vaccine-locations
Nofrills,1030 Coverdale Drive,"Kingston, ON",Ontario,K7M 8X7,"1030 Coverdale Drive Kingston, ON K7M 8X7",44.2378882,-76.5919508,2021-04-13T14:53:25.217Z,https://covid-19.ontario.ca/vaccine-locations
Nofrills,1162 Division Street,"Kingston, ON",Ontario,K7K 0C3,"1162 Division Street Kingston, ON K7K 0C3",44.2644334,-76.5002823,2021-04-13T14:53:25.217Z,https://covid-19.ontario.ca/vaccine-locations
Nofrills,1450 Lawrence Avenue East,"Scarborough, ON",Ontario,M4A 2S8,"1450 Lawrence Avenue East Scarborough, ON M4A 2S8",43.7424568,-79.3108174,2021-04-13T14:53:25.350Z,https://covid-19.ontario.ca/vaccine-locations
Nofrills,200 Front Street East,"Toronto, ON",Ontario,M5A 4T9,"200 Front Street East Toronto, ON M5A 4T9",43.6514188,-79.3659472,2021-04-13T14:53:25.396Z,https://covid-19.ontario.ca/vaccine-locations
Nofrills,222 Lansdowne Avenue,"Toronto, ON",Ontario,M6K 3C6,"222 Lansdowne Avenue Toronto, ON M6K 3C6",43.649696,-79.4403251,2021-04-13T14:53:25.395Z,https://covid-19.ontario.ca/vaccine-locations
Nofrills,3401 Lawrence Avenue East,"Scarborough, ON",Ontario,M1H 1B2,"3401 Lawrence Avenue East Scarborough, ON M1H 1B2",43.7575482,-79.2304055,2021-04-13T14:53:25.351Z,https://covid-19.ontario.ca/vaccine-locations
Nofrills,449 Carlaw Avenue,"Toronto, ON",Ontario,M4K 3H9,"449 Carlaw Avenue Toronto, ON M4K 3H9",43.6688158,-79.3419791,2021-04-13T14:53:25.395Z,https://covid-19.ontario.ca/vaccine-locations
Nofrills,450 Centre Street North,"Napanee, ON",Ontario,K7R 1P8,"450 Centre Street North Napanee, ON K7R 1P8",44.2586876,-76.9626492,2021-04-13T14:53:25.283Z,https://covid-19.ontario.ca/vaccine-locations
Nofrills,6220 Yonge Street North,"York, ON",Ontario,M2M 3X4,"6220 Yonge Street North York, ON M2M 3X4",43.7947029,-79.4216736,2021-04-13T14:53:25.297Z,https://covid-19.ontario.ca/vaccine-locations
Nofrills,681 Silver Star Boulevard,"Scarborough, ON",Ontario,M1V 5N1,"681 Silver Star Boulevard Scarborough, ON M1V 5N1",43.8238401,-79.2988429,2021-04-13T14:53:25.351Z,https://covid-19.ontario.ca/vaccine-locations
Nor-Arm Pharmacy,"1280 Finch Avenue West, Unit 107","Toronto, ON",Ontario,M3J 3K6,"1280 Finch Avenue West, Unit 107 Toronto, ON M3J 3K6",43.7644571,-79.4887924,2021-04-13T14:53:25.397Z,https://covid-19.ontario.ca/vaccine-locations
North Hastings Family Pharmacy Ltd,217 Hastings St. North,"Bancroft, ON",Ontario,K0L 1C0,"217 Hastings St. North Bancroft, ON K0L 1C0",45.0686492,-77.8619824,2021-04-13T14:53:25.094Z,https://covid-19.ontario.ca/vaccine-locations
Northcliffe Pharmacy,1751 Eglinton Avenue West,"Toronto, ON",Ontario,M6E 2H7,"1751 Eglinton Avenue West Toronto, ON M6E 2H7",43.6960021,-79.4478437,2021-04-13T14:53:25.397Z,https://covid-19.ontario.ca/vaccine-locations
Northern Shores Pharmacy,10 Maplewood Avenue North,"Bay, ON",Ontario,P1B 5H2,"10 Maplewood Avenue North Bay, ON P1B 5H2",46.3283689,-79.4650065,2021-04-13T14:53:25.294Z,https://covid-19.ontario.ca/vaccine-locations
Novacare Pharmacy,1275 Walker Road,"Windsor, ON",Ontario,N8Y 4X9,"1275 Walker Road Windsor, ON N8Y 4X9",42.3138143,-83.0024803,2021-04-13T14:53:25.448Z,https://covid-19.ontario.ca/vaccine-locations
Oak Medical Pharmacy,620 Arthur Street West Thunder,"Bay, ON",Ontario,P7E 5R8,"620 Arthur Street West Thunder Bay, ON P7E 5R8",48.3800648,-89.2960696,2021-04-13T14:53:25.378Z,https://covid-19.ontario.ca/vaccine-locations
One Eva Pharmacy,1 Eva Road,"Etobicoke, ON",Ontario,M9C 4Z5,"1 Eva Road Etobicoke, ON M9C 4Z5",43.6390931,-79.5621878,2021-04-13T14:53:25.169Z,https://covid-19.ontario.ca/vaccine-locations
Orton Park Guardian Pharmacy,136 Orton Park Road,"Scarborough, ON",Ontario,M1G 3H1,"136 Orton Park Road Scarborough, ON M1G 3H1",43.7716344,-79.2092939,2021-04-13T14:53:25.351Z,https://covid-19.ontario.ca/vaccine-locations
Osgoode Pharmacy,3192 Logan Farm Drive,"Osgoode, ON",Ontario,K0A 2W0,"3192 Logan Farm Drive Osgoode, ON K0A 2W0",45.1494697,-75.6029765,2021-04-13T14:53:25.310Z,https://covid-19.ontario.ca/vaccine-locations
Paul's Pharmasave,990 River Road,"Manotick, ON",Ontario,K4M 1B9,"990 River Road Manotick, ON K4M 1B9",45.2339852,-75.6774721,2021-04-13T14:53:25.252Z,https://covid-19.ontario.ca/vaccine-locations
Pellow Pharmasave,232 Durham St. East Po Box 1000,"Walkerton, ON",Ontario,N0G 2V0,"232 Durham St. East Po Box 1000 Walkerton, ON N0G 2V0",44.133439,-81.149011,2021-04-13T14:53:25.437Z,https://covid-19.ontario.ca/vaccine-locations
People's Choice Drug Mart,1755 Pickering Parkway Unit A2,"Pickering, ON",Ontario,L1V 6K5,"1755 Pickering Parkway Unit A2 Pickering, ON L1V 6K5",43.8420252,-79.0669772,2021-04-13T14:53:25.328Z,https://covid-19.ontario.ca/vaccine-locations
People's Choice Remedy's Rx,"1145 Morningside Avenue, Unit 16","Scarborough, ON",Ontario,M1B 0A7,"1145 Morningside Avenue, Unit 16 Scarborough, ON M1B 0A7",43.8013095,-79.1984082,2021-04-13T14:53:25.351Z,https://covid-19.ontario.ca/vaccine-locations
People's Pharmachoice,30 Rymal Road East Unit 4,"Hamilton, ON",Ontario,L9B 1T7,"30 Rymal Road East Unit 4 Hamilton, ON L9B 1T7",43.2016524,-79.8915437,2021-04-13T14:53:25.195Z,https://covid-19.ontario.ca/vaccine-locations
Peters Drugs PharmaChoice,640 King Street West,"Kingston, ON",Ontario,K7M 2E5,"640 King Street West Kingston, ON K7M 2E5",44.2207463,-76.5175753,2021-04-13T14:53:25.218Z,https://covid-19.ontario.ca/vaccine-locations
Phamily Pharmacy,98 Weber Street North,"Waterloo, ON",Ontario,N2J 3G8,"98 Weber Street North Waterloo, ON N2J 3G8",43.471737,-80.513319,2021-04-13T14:53:25.439Z,https://covid-19.ontario.ca/vaccine-locations
Pharma Plus,97 Main Street,"Picton, ON",Ontario,K0K 2T0,"97 Main Street Picton, ON K0K 2T0",44.0058423,-77.1469443,2021-04-13T14:53:25.333Z,https://covid-19.ontario.ca/vaccine-locations
Pharma Trust Drug Mart,1935 Sheppard Ave. West,"Downsview, ON",Ontario,M3L 1Y8,"1935 Sheppard Ave. West Downsview, ON M3L 1Y8",43.7395064,-79.5118365,2021-04-13T14:53:25.157Z,https://covid-19.ontario.ca/vaccine-locations
Pharmacare Drug Mart,891 Broadview Avenue,"Toronto, ON",Ontario,M4K 2P9,"891 Broadview Avenue Toronto, ON M4K 2P9",43.680721,-79.3576452,2021-04-13T14:53:25.398Z,https://covid-19.ontario.ca/vaccine-locations
Pharmacie Jean Coutu,80 Main Street East,"Hawkesbury, ON",Ontario,K6A 1A3,"80 Main Street East Hawkesbury, ON K6A 1A3",45.609338,-74.611644,2021-04-13T14:53:25.202Z,https://covid-19.ontario.ca/vaccine-locations
Pharmacy 101,464 Division Street,"Cobourg, ON",Ontario,K9A 3S2,"464 Division Street Cobourg, ON K9A 3S2",43.9658262,-78.1675736,2021-04-13T14:53:25.152Z,https://covid-19.ontario.ca/vaccine-locations
Pharmacy Associates Of Port Perry,11 Water Street Unit B Port,"Perry, ON",Ontario,L9L 1H9,"11 Water Street Unit B Port Perry, ON L9L 1H9",44.1016525,-78.9389671,2021-04-13T14:53:25.334Z,https://covid-19.ontario.ca/vaccine-locations
Pharmagreen Pharmacy,10 Greensborough Village Circle Unit 11,"Markham, ON",Ontario,L6E 1M4,"10 Greensborough Village Circle Unit 11 Markham, ON L6E 1M4",43.9030369,-79.2498305,2021-04-13T14:53:25.256Z,https://covid-19.ontario.ca/vaccine-locations
Pharmasave - Spadina's Neighbourhood Pharmacy,"720 Spadina Avenue, Unit 100","Toronto, ON",Ontario,M5S 2T9,"720 Spadina Avenue, Unit 100 Toronto, ON M5S 2T9",43.6653855,-79.4034771,2021-04-13T14:53:25.398Z,https://covid-19.ontario.ca/vaccine-locations
Pharmasave Cedarcourt Pharmacy,3480 Lawrence Avenue East,"Scarborough, ON",Ontario,M1H 1A9,"3480 Lawrence Avenue East Scarborough, ON M1H 1A9",43.7597868,-79.2270078,2021-04-13T14:53:25.352Z,https://covid-19.ontario.ca/vaccine-locations
Pharmasave Cyril Pharmacy,1795 Kilborn Avenue,"Ottawa, ON",Ontario,K1H 6N1,"1795 Kilborn Avenue Ottawa, ON K1H 6N1",45.3880923,-75.6450713,2021-04-13T14:53:25.318Z,https://covid-19.ontario.ca/vaccine-locations
Pharmasave Eagle Manor,1901 Weston Road,"Toronto, ON",Ontario,M9N 3P5,"1901 Weston Road Toronto, ON M9N 3P5",43.7005399,-79.5161679,2021-04-13T14:53:25.399Z,https://covid-19.ontario.ca/vaccine-locations
Pharmasave Fort Frances,140 Scott Street Fort,"Frances, ON",Ontario,P9A 1G6,"140 Scott Street Fort Frances, ON P9A 1G6",48.6102783,-93.3989687,2021-04-13T14:53:25.179Z,https://covid-19.ontario.ca/vaccine-locations
Pharmasave Keele and Finch Pharmacy,1275 Finch Avenue West,"Toronto, ON",Ontario,M3J 2G5,"1275 Finch Avenue West Toronto, ON M3J 2G5",43.7639352,-79.4875255,2021-04-13T14:53:25.399Z,https://covid-19.ontario.ca/vaccine-locations
Pharmasave Loyalist Pharmacy,200 Speers Boulevard,"Amherstview, ON",Ontario,K7N 1Y7,"200 Speers Boulevard Amherstview, ON K7N 1Y7",44.2240643,-76.6631081,2021-04-13T14:53:25.081Z,https://covid-19.ontario.ca/vaccine-locations
Pharmasave Michael's Pharmacy,2 Main Street South,"Bayfield, ON",Ontario,N0M 1G0,"2 Main Street South Bayfield, ON N0M 1G0",43.5616145,-81.6959952,2021-04-13T14:53:25.105Z,https://covid-19.ontario.ca/vaccine-locations
Pharmasave Sharbot Lake,1036 Elizabeth Street Sharbot,"Lake, ON",Ontario,K0H 2P0,"1036 Elizabeth Street Sharbot Lake, ON K0H 2P0",44.7710742,-76.6905239,2021-04-13T14:53:25.362Z,https://covid-19.ontario.ca/vaccine-locations
Pharmasave Toronto East,"825 Coxwell Avenue, Unit C114","Toronto, ON",Ontario,M4C 3E7,"825 Coxwell Avenue, Unit C114 Toronto, ON M4C 3E7",43.6898713,-79.3248582,2021-04-13T14:53:25.400Z,https://covid-19.ontario.ca/vaccine-locations
Pharmasave Uxbridge Med Pharm,29 Toronto Street South Suite 1B,"Uxbridge, ON",Ontario,L9P 1V9,"29 Toronto Street South Suite 1B Uxbridge, ON L9P 1V9",44.1077558,-79.1226591,2021-04-13T14:53:25.433Z,https://covid-19.ontario.ca/vaccine-locations
Pharmasave,15955 Airport Road Unit 102,"Caledon, ON",Ontario,L7C 1H9,"15955 Airport Road Unit 102 Caledon, ON L7C 1H9",43.8692929,-79.8657338,2021-04-13T14:53:25.148Z,https://covid-19.ontario.ca/vaccine-locations
Pharmasave,3485 Kingston Road,"Toronto, ON",Ontario,M1M 1R4,"3485 Kingston Road Toronto, ON M1M 1R4",43.7375271,-79.2173581,2021-04-13T14:53:25.398Z,https://covid-19.ontario.ca/vaccine-locations
Port Hope Pharmasave,60 Ontario Street Port,"Hope, ON",Ontario,L1A 2T8,"60 Ontario Street Port Hope, ON L1A 2T8",43.953895,-78.2942336,2021-04-13T14:53:25.333Z,https://covid-19.ontario.ca/vaccine-locations
Port Perry Remedy's Rx,1893 Scugog Street Port,"Perry, ON",Ontario,L9L 1H9,"1893 Scugog Street Port Perry, ON L9L 1H9",44.1028758,-78.9372723,2021-04-13T14:53:25.334Z,https://covid-19.ontario.ca/vaccine-locations
Potters Wheel Pharmacy,10725 Mclaughlin Road Unit 3,"Brampton, ON",Ontario,L7A 3E5,"10725 Mclaughlin Road Unit 3 Brampton, ON L7A 3E5",43.7102558,-79.8157516,2021-04-13T14:53:25.127Z,https://covid-19.ontario.ca/vaccine-locations
Premier Pharmacy and Compounding Centre,3323 Bathurst Street,"Toronto, ON",Ontario,M6A 2B7,"3323 Bathurst Street Toronto, ON M6A 2B7",43.725378,-79.4309518,2021-04-13T14:53:25.400Z,https://covid-19.ontario.ca/vaccine-locations
Prescription Pharmacy,11 Gibb St.,"Oshawa, ON",Ontario,L1H 2J9,"11 Gibb St. Oshawa, ON L1H 2J9",43.8900162,-78.8608237,2021-04-13T14:53:25.312Z,https://covid-19.ontario.ca/vaccine-locations
Prima Care Pharmacy,9600 Islington Ave. Unit 9,"Woodbridge, ON",Ontario,L4H 2T1,"9600 Islington Ave. Unit 9 Woodbridge, ON L4H 2T1",43.8245364,-79.6098518,2021-04-13T14:53:25.458Z,https://covid-19.ontario.ca/vaccine-locations
Pringle Creek Pharmasave,728 Anderson Street,"Whitby, ON",Ontario,L1N 3V6,"728 Anderson Street Whitby, ON L1N 3V6",43.8939316,-78.9278546,2021-04-13T14:53:25.444Z,https://covid-19.ontario.ca/vaccine-locations
Purehealth Pharmacy,201 Georgian Drive,"Barrie, ON",Ontario,L4M 6M2,"201 Georgian Drive Barrie, ON L4M 6M2",44.4150413,-79.6621392,2021-04-13T14:53:25.098Z,https://covid-19.ontario.ca/vaccine-locations
Queen Hansen Pharmacy,284 Queen Street East Unit 116,"Brampton, ON",Ontario,L6V 1C2,"284 Queen Street East Unit 116 Brampton, ON L6V 1C2",43.6996614,-79.7464113,2021-04-13T14:53:25.128Z,https://covid-19.ontario.ca/vaccine-locations
Real Canadian Superstore,1063 Talbot St. Unit 50 St.,"Thomas, ON",Ontario,N5P 1G4,"1063 Talbot St. Unit 50 St. Thomas, ON N5P 1G4",42.7790377,-81.1671523,2021-04-13T14:53:25.366Z,https://covid-19.ontario.ca/vaccine-locations
Real Canadian Superstore,201 Talbot Street East,"Leamington, ON",Ontario,N8H 3X5,"201 Talbot Street East Leamington, ON N8H 3X5",42.0587347,-82.5870427,2021-04-13T14:53:25.236Z,https://covid-19.ontario.ca/vaccine-locations
